Drug ID,Target ID,ChEMBL,DrugBank,KEGG,KEGGhsa,SuperTarget,Checked
D02017,hsa100,,D,,,,T
D02068,hsa1544,,D,K,,,T
D02110,hsa54658,,D,,,,T
D02110,hsa1557,,D,,,,T
D02110,hsa54600,,D,,,,T
D02110,hsa1559,,D,,,,T
D02110,hsa7364,,D,,,,T
D02110,hsa5320,,D,,,,T
D02115,hsa8836,,D,,,,T
D02115,hsa7298,,D,,,,T
D02115,hsa1576,,D,,,,T
D02115,hsa2356,,D,,,,T
D02173,hsa590,,D,,,,T
D02173,hsa1565,,D,K,,,T
D02173,hsa1576,,D,K,,,T
D02176,hsa7498,,D,,,,T
D02176,hsa4353,,D,,,,T
D02229,hsa1551,,D,,,,T
D02229,hsa1557,,D,,,,T
D02229,hsa1543,,D,,,,T
D02229,hsa1559,,D,K,,,T
D02229,hsa1576,,D,K,,,T
D02229,hsa1571,,D,,,,T
D02229,hsa1565,,D,,,,T
D02229,hsa1577,,D,,,,T
D02289,hsa1576,,D,,,S,T
D02290,hsa54658,,D,,,,T
D02290,hsa54659,,D,,,,T
D02290,hsa54600,,D,,,,T
D02290,hsa7363,,D,,,,T
D02290,hsa1559,,D,K,,,T
D02290,hsa7364,,D,,,,T
D02323,hsa57016,,D,,,,T
D02335,hsa1544,,D,,,S,T
D02335,hsa1728,,D,,,S,T
D02335,hsa1543,,D,,,S,T
D02335,hsa7498,,D,,,,T
D02335,hsa1548,,D,,,S,T
D02335,hsa4835,,D,,,S,T
D02335,hsa1571,,D,,,S,T
D02342,hsa1576,,D,,,S,T
D02355,hsa4353,,D,,,,T
D02356,hsa1544,,D,,,S,T
D02356,hsa1551,,D,,,S,T
D02356,hsa1557,,D,,,S,T
D02356,hsa1555,,D,,,S,T
D02356,hsa1559,,D,,,S,T
D02356,hsa1562,,D,,,,T
D02356,hsa1565,,D,,,S,T
D02356,hsa1577,,D,,,S,T
D02375,hsa1544,,D,K,,,T
D02375,hsa1557,,D,K,,,T
D02375,hsa1588,,D,,,,T
D02375,hsa1583,,D,,,,T
D02375,hsa1559,,D,K,,,T
D02375,hsa5742,,D,,,,T
D02375,hsa1565,,D,K,,,T
D02375,hsa1558,,D,K,,,T
D02375,hsa1576,,D,K,,,T
D02487,hsa1544,,D,,,,T
D02487,hsa1557,,D,K,,,T
D02487,hsa1559,,D,,,,T
D02487,hsa1576,,D,,,,T
D02487,hsa1571,,D,,,,T
D02487,hsa1565,,D,,,,T
D02558,hsa590,,D,K,K,,T
D02558,hsa1576,,D,,,,T
D02558,hsa1565,,D,,,,T
D02561,hsa1544,,D,,,S,T
D02561,hsa1559,,D,,,S,T
D02561,hsa1557,,D,K,,S,T
D02561,hsa1565,,D,K,,S,T
D02562,hsa1544,,D,K,,,T
D02566,hsa1544,,D,,,S,T
D02566,hsa1565,,D,K,,S,T
D02698,hsa1559,,D,,,,T
D02698,hsa1557,,D,,,,T
D02698,hsa1576,,D,,,,T
D02698,hsa1577,,D,,,,T
D02709,hsa1557,,D,,,S,T
D02709,hsa54600,,D,,,,T
D02709,hsa1559,,D,,,S,T
D02709,hsa761,,D,,,,T
D02709,hsa760,,D,,,S,T
D02709,hsa1576,,D,,,S,T
D02731,hsa1576,,D,K,,,T
D02731,hsa1577,,D,,,,T
D03208,hsa1576,,D,,,,T
D03260,hsa1576,,D,K,,,T
D03260,hsa1577,,D,,,,T
D03365,hsa4128,,D,,,,T
D03365,hsa4129,,D,,,,T
D03365,hsa1557,,D,,,,T
D03365,hsa1543,,D,,,,T
D03365,hsa1555,,D,,,,T
D03365,hsa1558,,D,,,,T
D03365,hsa1559,,D,,,,T
D03365,hsa1548,,D,K,,S,T
D03365,hsa1565,,D,,,,T
D03365,hsa1544,,D,K,,S,T
D03365,hsa1571,,D,,,,T
D03365,hsa1576,,D,,,,T
D03365,hsa1588,,D,,,,T
D03670,hsa7498,,D,,,,T
D03710,hsa1544,,D,,,S,T
D03710,hsa1557,,D,,,S,T
D03710,hsa1559,,D,,,S,T
D03710,hsa1576,,D,,,S,T
D03710,hsa1571,,D,,,S,T
D03710,hsa1565,,D,,,S,T
D03714,hsa1544,,D,,,S,T
D03714,hsa1559,,D,,,S,T
D03714,hsa1557,,D,,,S,T
D03714,hsa54600,,D,,,,T
D03731,hsa1544,,D,,,S,T
D03731,hsa1557,,D,,,S,T
D03731,hsa1555,,D,K,,S,T
D03731,hsa1558,,D,,,S,T
D03731,hsa1559,,D,,,S,T
D03731,hsa1548,,D,K,,S,T
D03731,hsa1565,,D,K,,S,T
D03731,hsa1571,,D,,,S,T
D03731,hsa1576,,D,K,,S,T
D03798,hsa1559,,D,,,,T
D03822,hsa1576,,D,,,S,T
D03822,hsa1565,,D,,,S,T
D03828,hsa1633,,D,,,,T
D03828,hsa1544,,D,,,,T
D04023,hsa1545,,D,,,,T
D04023,hsa1544,,D,K,,,T
D04023,hsa1551,,D,,,,T
D04023,hsa1543,,D,,,,T
D04023,hsa1558,,D,,,,T
D04023,hsa54658,,D,,,,T
D04023,hsa64816,,D,,,,T
D04023,hsa1565,,D,,,,T
D04023,hsa1576,,D,K,,,T
D04023,hsa1577,,D,,,,T
D04024,hsa1558,,D,K,,,T
D04024,hsa1557,,D,K,,,T
D04024,hsa1576,,D,K,,,T
D04024,hsa1577,,D,K,,,T
D04028,hsa5321,,D,,,,T
D04028,hsa1576,,D,,,,T
D04197,hsa1559,,D,,,,T
D04197,hsa1890,,D,,,,T
D04292,hsa590,,D,,,S,T
D04292,hsa1565,,D,K,,S,T
D04292,hsa1576,,D,K,,S,T
D04983,hsa635,,D,,,,T
D05341,hsa3906,,D,,,,T
D05353,hsa1544,,D,,,S,T
D05407,hsa1544,,D,,,,T
D05458,hsa4128,,D,K,K,S,T
D05458,hsa1544,,D,,,S,T
D05458,hsa1559,,D,,,S,T
D05458,hsa1565,,D,,,S,T
D00224,hsa1544,,,K,,,T
D00285,hsa1558,,,K,,,T
D00285,hsa1559,,,K,,,T
D00416,hsa1551,,,K,,,T
D00416,hsa1577,,,K,,,T
D00533,hsa1551,,,K,,,T
D00538,hsa1551,,,K,,,T
D00538,hsa1577,,,K,,S,T
D00653,hsa1557,,,K,,,T
D00691,hsa50940,,,K,K,,T
D00749,hsa1576,,,K,,,T
D00781,hsa1559,,,K,,S,T
D00882,hsa1551,,,K,,,T
D00882,hsa1577,,,K,,,T
D01223,hsa1559,,,K,,S,T
D01370,hsa6240,,,K,K,,T
D01397,hsa1559,,,K,,,T
D01718,hsa1559,,,K,,,T
D01862,hsa1559,,,K,,,T
D01866,hsa1559,,,K,,,T
D02258,hsa1576,,,K,,,T
D02441,hsa767,,,K,K,,T
D03217,hsa1576,,,K,,,T
D03218,hsa1576,,,K,,,T
D03218,hsa1577,,,K,,,T
D03252,hsa1576,,,K,,,T
D04966,hsa5562,,,K,K,,T
D00007,hsa18,,,,,S,T
D00014,hsa2879,,,,,S,T
D00014,hsa2882,,,,,S,T
D00036,hsa1544,,,,,S,T
D00037,hsa5328,,,,,S,T
D00050,hsa5836,,,,,S,T
D00050,hsa1543,,,,,S,T
D00052,hsa1576,,,,,S,T
D00070,hsa1719,,,,,S,T
D00086,hsa43,,,,,S,T
D00086,hsa590,,,,,S,T
D00094,hsa1544,,,,,S,T
D00094,hsa1571,,,,,S,T
D00097,hsa771,,,,,S,T
D00097,hsa6799,,,,,S,T
D00097,hsa762,,,,,S,T
D00097,hsa760,,,,,S,T
D00097,hsa231,,,,,S,T
D00097,hsa759,,,,,S,T
D00109,hsa760,,,,,S,T
D00109,hsa759,,,,,S,T
D00120,hsa5138,,,,,S,T
D00120,hsa5594,,,,,S,T
D00125,hsa1559,,,,,S,T
D00125,hsa7150,,,,,S,T
D00130,hsa760,,,,,S,T
D00130,hsa38,,,,,S,T
D00130,hsa759,,,,,S,T
D00131,hsa1555,,,,,S,T
D00131,hsa1558,,,,,S,T
D00131,hsa1548,,,,,S,T
D00131,hsa1565,,,,,S,T
D00132,hsa231,,,,,S,T
D00139,hsa4128,,,,,S,T
D00139,hsa43,,,,,S,T
D00139,hsa1543,,,,,S,T
D00141,hsa231,,,,,S,T
D00141,hsa1558,,,,,S,T
D00151,hsa4190,,,,,S,T
D00168,hsa1633,,,,,S,T
D00168,hsa7083,,,,,S,T
D00168,hsa1576,,,,,S,T
D00168,hsa7084,,,,,S,T
D00168,hsa7371,,,,,S,T
D00184,hsa1723,,,,,S,T
D00185,hsa1544,,,,,S,T
D00196,hsa1576,,,,,S,T
D00196,hsa1577,,,,,S,T
D00208,hsa1544,,,,,S,T
D00216,hsa1571,,,,,S,T
D00217,hsa771,,,,,S,T
D00217,hsa54659,,,,,S,T
D00217,hsa762,,,,,S,T
D00217,hsa54657,,,,,S,T
D00217,hsa54579,,,,,S,T
D00217,hsa759,,,,,S,T
D00217,hsa54577,,,,,S,T
D00217,hsa760,,,,,S,T
D00217,hsa54575,,,,,S,T
D00217,hsa54576,,,,,S,T
D00222,hsa4860,,,,,S,T
D00222,hsa5423,,,,,S,T
D00224,hsa1571,,,,,S,T
D00227,hsa3615,,,,,S,T
D00227,hsa3614,,,,,S,T
D00251,hsa476,,,,,S,T
D00252,hsa1565,,,,,S,T
D00279,hsa1580,,,,,S,T
D00322,hsa1588,,,,,S,T
D00322,hsa1558,,,,,S,T
D00322,hsa4190,,,,,S,T
D00322,hsa1595,,,,,S,T
D00330,hsa1558,,,,,S,T
D00391,hsa7298,,,,,S,T
D00401,hsa4025,,,,,S,T
D00414,hsa4048,,,,,S,T
D00414,hsa239,,,,,S,T
D00414,hsa5320,,,,,S,T
D00414,hsa246,,,,,S,T
D00414,hsa5743,,,,,S,T
D00416,hsa27032,,,,,S,T
D00416,hsa4190,,,,,S,T
D00416,hsa1595,,,,,S,T
D00417,hsa5742,,,,,S,T
D00418,hsa5740,,,,,S,T
D00418,hsa5351,,,,,S,T
D00434,hsa2147,,,,,S,T
D00448,hsa760,,,,,S,T
D00448,hsa759,,,,,S,T
D00449,hsa5742,,,,,S,T
D00454,hsa1557,,,,,S,T
D00455,hsa476,,,,,S,T
D00463,hsa4190,,,,,S,T
D00488,hsa7298,,,,,S,T
D00519,hsa1544,,,,,S,T
D00519,hsa1543,,,,,S,T
D00528,hsa4129,,,,,S,T
D00528,hsa5837,,,,,S,T
D00528,hsa5836,,,,,S,T
D00537,hsa771,,,,,S,T
D00537,hsa768,,,,,S,T
D00543,hsa1572,,,,,S,T
D00549,hsa760,,,,,S,T
D00549,hsa759,,,,,S,T
D00562,hsa1543,,,,,S,T
D00566,hsa1571,,,,,S,T
D00567,hsa771,,,,,S,T
D00567,hsa1432,,,,,S,T
D00567,hsa762,,,,,S,T
D00567,hsa240,,,,,S,T
D00567,hsa354,,,,,S,T
D00567,hsa759,,,,,S,T
D00567,hsa5328,,,,,S,T
D00568,hsa240,,,,,S,T
D00568,hsa246,,,,,S,T
D00569,hsa10858,,,,,S,T
D00577,hsa1543,,,,,S,T
D00577,hsa2582,,,,,S,T
D00579,hsa771,,,,,S,T
D00579,hsa768,,,,,S,T
D00579,hsa762,,,,,S,T
D00579,hsa760,,,,,S,T
D00579,hsa759,,,,,S,T
D00584,hsa1544,,,,,S,T
D00584,hsa1558,,,,,S,T
D00584,hsa1559,,,,,S,T
D00584,hsa1548,,,,,S,T
D00593,hsa1558,,,,,S,T
D00658,hsa771,,,,,S,T
D00658,hsa768,,,,,S,T
D00749,hsa240,,,,,S,T
D00749,hsa1558,,,,,S,T
D00781,hsa1557,,,,,S,T
D00781,hsa1558,,,,,S,T
D00781,hsa1548,,,,,S,T
D00781,hsa1571,,,,,S,T
D00781,hsa1576,,,,,S,T
D00964,hsa2064,,,,,S,T
D00964,hsa760,,,,,S,T
D00995,hsa590,,,,,S,T
D00998,hsa590,,,,,S,T
D01064,hsa1719,,,,,S,T
D01136,hsa5327,,,,,S,T
D01136,hsa7156,,,,,S,T
D01223,hsa1806,,,,,S,T
D01228,hsa590,,,,,S,T
D01370,hsa1633,,,,,S,T
D01370,hsa100,,,,,S,T
D01811,hsa1545,,,,,S,T
D01811,hsa1544,,,,,S,T
D01811,hsa1543,,,,,S,T
D01907,hsa100,,,,,S,T
D01966,hsa1581,,,,,S,T
D01977,hsa7535,,,,,S,T
D01977,hsa25,,,,,S,T
D01977,hsa1432,,,,,S,T
D01977,hsa5562,,,,,S,T
D01977,hsa1017,,,,,S,T
D01977,hsa5602,,,,,S,T
D01977,hsa3055,,,,,S,T
D01977,hsa7525,,,,,S,T
D01977,hsa94,,,,,S,T
D01977,hsa3702,,,,,S,T
D01981,hsa1559,,,,,S,T
D02008,hsa5145,,,,,S,T
D02168,hsa1576,,,,,S,T
D02176,hsa1571,,,,,S,T
D02289,hsa1544,,,,,S,T
D02289,hsa1557,,,,,S,T
D02289,hsa1559,,,,,S,T
D02289,hsa1571,,,,,S,T
D02289,hsa1565,,,,,S,T
D02315,hsa1588,,,,,S,T
D02315,hsa7150,,,,,S,T
D02315,hsa6646,,,,,S,T
D02321,hsa7150,,,,,S,T
D02321,hsa1565,,,,,S,T
D02323,hsa5743,,,,,S,T
D02335,hsa2936,,,,,S,T
D02368,hsa7084,,,,,S,T
D02418,hsa590,,,,,S,T
D02566,hsa4129,,,,,S,T
D02709,hsa771,,,,,S,T
D02709,hsa768,,,,,S,T
D02709,hsa762,,,,,S,T
D02709,hsa759,,,,,S,T
D02769,hsa5144,,,,,S,T
D02769,hsa6714,,,,,S,T
D02769,hsa5142,,,,,S,T
D03012,hsa1576,,,,,S,T
D03252,hsa10188,,,,,S,T
D03252,hsa695,,,,,S,T
D03252,hsa3932,,,,,S,T
D03252,hsa1445,,,,,S,T
D03252,hsa7525,,,,,S,T
D03252,hsa2185,,,,,S,T
D03252,hsa5747,,,,,S,T
D03252,hsa2534,,,,,S,T
D03710,hsa1432,,,,,S,T
D03716,hsa1559,,,,,S,T
D03716,hsa1576,,,,,S,T
D03716,hsa1565,,,,,S,T
D03720,hsa1576,,,,,S,T
D03736,hsa780,,,,,S,T
D03736,hsa2047,,,,,S,T
D03736,hsa7535,,,,,S,T
D03736,hsa25,,,,,S,T
D03736,hsa2321,,,,,S,T
D03736,hsa4914,,,,,S,T
D03736,hsa3480,,,,,S,T
D03736,hsa5156,,,,,S,T
D03736,hsa2322,,,,,S,T
D03736,hsa5562,,,,,S,T
D03736,hsa1956,,,,,S,T
D03736,hsa1017,,,,,S,T
D03736,hsa7525,,,,,S,T
D03736,hsa3055,,,,,S,T
D03736,hsa2260,,,,,S,T
D03736,hsa94,,,,,S,T
D03736,hsa3702,,,,,S,T
D03751,hsa590,,,,,S,T
D03806,hsa476,,,,,S,T
D03899,hsa1545,,,,,S,T
D03899,hsa1555,,,,,S,T
D03899,hsa7150,,,,,S,T
D03899,hsa1576,,,,,S,T
D03899,hsa7015,,,,,S,T
D03899,hsa1565,,,,,S,T
D04028,hsa4023,,,,,S,T
D04966,hsa1803,,,,,S,T
