Drug ID,Target ID,ChEMBL,DrugBank,KEGG,KEGGhsa,SuperTarget,Checked
D01071,hsa2564,,,K,K,,T
D01071,hsa2560,,,K,K,,T
D01071,hsa55879,,,K,K,,T
D01287,hsa11280,,,K,K,,T
D01450,hsa11280,,,K,K,,T
D01799,hsa6833,,,K,K,,T
D01969,hsa778,,,K,K,,T
D01969,hsa776,,,K,K,,T
D02086,hsa11280,,,K,K,,T
D02092,hsa3359,,,K,K,,T
D02204,hsa1141,,,K,K,,T
D02207,hsa1141,,,K,K,,T
D02253,hsa2567,,,K,K,,T
D02253,hsa55879,,,K,K,,T
D03037,hsa3757,,,K,K,,T
D03365,hsa1144,,,K,K,,T
D03365,hsa1140,,,K,K,,T
D03365,hsa1134,,,K,K,,T
D03742,hsa2902,,,K,K,,T
D03742,hsa2904,,,K,K,,T
D03742,hsa2905,,,K,K,,T
D03742,hsa2906,,,K,K,,T
D03830,hsa776,,,K,K,,T
D04048,hsa11280,,,K,K,,T
D04370,hsa9177,,,K,K,,T
D05024,hsa778,,,K,K,,T
D05024,hsa779,,,K,K,,T
D05024,hsa775,,,K,K,,T
D05024,hsa776,,,K,K,,T
D05156,hsa1140,,,K,K,,T
D05156,hsa1145,,,K,K,,T
D05156,hsa1144,,,K,K,,T
D05453,hsa2902,,,K,K,,T
D05453,hsa2903,,,K,K,,T
D05453,hsa2904,,,K,K,,T
D05453,hsa2905,,,K,K,,T
D05453,hsa2906,,,K,K,,T
D00136,hsa3757,,,,,S,T
D00136,hsa6532,,,,,S,T
D00283,hsa3757,,,,,S,T
D00326,hsa6531,,,,,S,T
D00326,hsa6530,,,,,S,T
D00336,hsa3757,,,,,S,T
D00358,hsa3741,,,,,S,T
D00437,hsa3741,,,,,S,T
D00437,hsa3757,,,,,S,T
D00456,hsa3757,,,,,S,T
D00499,hsa3757,,,,,S,T
D00512,hsa3757,,,,,S,T
D00513,hsa6532,,,,,S,T
D00536,hsa2890,,,,,S,T
D00542,hsa3760,,,,,S,T
D00543,hsa3778,,,,,S,T
D00548,hsa1141,,,,,S,T
D00548,hsa1135,,,,,S,T
D00548,hsa1136,,,,,S,T
D00549,hsa1141,,,,,S,T
D00549,hsa1135,,,,,S,T
D00549,hsa1136,,,,,S,T
D00616,hsa2902,,,,,S,T
D00616,hsa2904,,,,,S,T
D00618,hsa3757,,,,,S,T
D00629,hsa3757,,,,,S,T
D00647,hsa6331,,,,,S,T
D00775,hsa3776,,,,,S,T
D01256,hsa2892,,,,,S,T
D01256,hsa2893,,,,,S,T
D01256,hsa2890,,,,,S,T
D01599,hsa3758,,,,,S,T
D02360,hsa6530,,,,,S,T
D02362,hsa6531,,,,,S,T
D03365,hsa8989,,,,,S,T
D03365,hsa3757,,,,,S,T
D04370,hsa3757,,,,,S,T
D04370,hsa1136,,,,,S,T
D04985,hsa1141,,,,,S,T
D04985,hsa1135,,,,,S,T
D04985,hsa1136,,,,,S,T
